"country","sex","age_group","age_mean","year_mean","years_post_int","outcome","mean_alcohol","mean_sir","pif_joint","se","l","u"
"India","Female","75-79",77.5,22.5,"20-24 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","75-79",77.5,27.5,"25-29 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","75-79",77.5,27.5,"25-29 years","ischaemic_stroke",0.00519352960994036,0,0.00519352960994035,NA,NA,NA
"India","Female","75-79",77.5,27.5,"25-29 years","other_pharyngeal_cancers",0.0157620158813276,0,0.0157620158813276,NA,NA,NA
"India","Female","75-79",77.5,27.5,"25-29 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","75-79",77.5,7.5,"5-9 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","75-79",77.5,7.5,"5-9 years","ischaemic_stroke",0.00519352960994036,0,0.00519352960994035,NA,NA,NA
"India","Female","75-79",77.5,7.5,"5-9 years","other_pharyngeal_cancers",0,0,0,NA,NA,NA
"India","Female","75-79",77.5,7.5,"5-9 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","80+",84.91,12.5,"10-14 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","80+",84.91,12.5,"10-14 years","ischaemic_stroke",0.00519352960994036,0,0.00519352960994035,NA,NA,NA
"India","Female","80+",84.91,12.5,"10-14 years","other_pharyngeal_cancers",0.0157620158813276,0,0.0157620158813276,NA,NA,NA
"India","Female","80+",84.91,12.5,"10-14 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","80+",84.91,17.5,"15-19 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","80+",84.91,17.5,"15-19 years","ischaemic_stroke",0.00519352960994036,0,0.00519352960994035,NA,NA,NA
"India","Female","80+",84.91,17.5,"15-19 years","other_pharyngeal_cancers",0.0157620158813276,0,0.0157620158813276,NA,NA,NA
"India","Female","80+",84.91,17.5,"15-19 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","80+",84.91,2.5,"0-4 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","80+",84.91,2.5,"0-4 years","ischaemic_stroke",0.00519352960994036,0,0.00519352960994035,NA,NA,NA
"India","Female","80+",84.91,2.5,"0-4 years","other_pharyngeal_cancers",0,0,0,NA,NA,NA
"India","Female","80+",84.91,2.5,"0-4 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","80+",84.91,22.5,"20-24 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","80+",84.91,22.5,"20-24 years","ischaemic_stroke",0.00519352960994036,0,0.00519352960994035,NA,NA,NA
"India","Female","80+",84.91,22.5,"20-24 years","other_pharyngeal_cancers",0.0157620158813276,0,0.0157620158813276,NA,NA,NA
"India","Female","80+",84.91,22.5,"20-24 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","80+",84.91,27.5,"25-29 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","80+",84.91,27.5,"25-29 years","ischaemic_stroke",0.00519352960994036,0,0.00519352960994035,NA,NA,NA
"India","Female","80+",84.91,27.5,"25-29 years","other_pharyngeal_cancers",0.0157620158813276,0,0.0157620158813276,NA,NA,NA
"India","Female","80+",84.91,27.5,"25-29 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
"India","Female","80+",84.91,7.5,"5-9 years","intracerebral_haemorrhage",0.0081305916141325,0,0.00813059161413254,NA,NA,NA
"India","Female","80+",84.91,7.5,"5-9 years","ischaemic_stroke",0.00519352960994036,0,0.00519352960994035,NA,NA,NA
"India","Female","80+",84.91,7.5,"5-9 years","other_pharyngeal_cancers",0,0,0,NA,NA,NA
"India","Female","80+",84.91,7.5,"5-9 years","tuberculosis",0.0117014461377033,0,0.0117014461377033,NA,NA,NA
